"product_id","product_name_lenght","product_description_lenght","product_photos_qty","product_weight_g","product_length_cm","product_height_cm","product_width_cm","product_category_name"
"413f42e07324c88bf0dc54e21a69a3c0",57,2473,2,1950,43,8,33,"bed_bath_table"
"eda141a3df363e0374e85007d1b4bc85",54,269,1,2150,45,15,35,"bed_bath_table"
"cd2ee35bb109c0ee5b598cae174880bc",55,184,2,600,50,8,40,"bed_bath_table"
"c311d5be814260032f54c7ea77fc1dbe",56,610,1,600,16,10,16,"bed_bath_table"
"3cfabfc4cf61ee4c29199d346f5653c1",60,530,6,833,30,18,27,"bed_bath_table"
"74824accb4f777403366c8e6b4e32d9b",54,701,1,1000,50,12,12,"bed_bath_table"
"7b49e585ac8c80b14c9b2815d4db465f",26,421,1,200,16,12,11,"bed_bath_table"
"114a9cb094339f99851ada566136661b",59,2735,4,1450,41,15,51,"bed_bath_table"
"d44c3150b58a93fda867e2e9fccfb9e1",53,382,1,600,16,10,16,"bed_bath_table"
"3c883b9d3fd2d0ce448d4136349dc0a4",49,153,1,550,23,15,23,"bed_bath_table"
"e69de7cd67f5bb13797a8530acd9c711",42,184,1,1600,45,15,35,"bed_bath_table"
"299f6d537aa695fad79a42bcf3fdd3a2",59,305,2,3200,45,15,35,"bed_bath_table"
"5b2bc7f0927cf91077fcb99abcde248a",56,280,1,1100,18,25,33,"bed_bath_table"
"01e25be2c25019945382e057a8292e72",59,330,1,1575,41,6,31,"bed_bath_table"
"28fd7231afb14b368127513ae6ffe144",47,632,1,300,16,10,16,"bed_bath_table"
"99c88c191bbed92f5be4ca3b00eb1a42",55,615,1,450,16,10,16,"bed_bath_table"
"ac44def10e24998cdee20a208d691127",55,1208,1,1175,45,7,35,"bed_bath_table"
"c31539851232e3accbf0ef4c571f97f2",45,540,1,500,16,10,16,"bed_bath_table"
"fad534edb8f35664713c4b766fa473d4",58,81,1,400,20,2,15,"bed_bath_table"
"99e365fea0b15ee63272ff391fdde785",58,697,1,550,16,10,16,"bed_bath_table"
"964dd0fcba2ca4eff8e31ec74a77d41d",36,495,3,1250,40,10,30,"bed_bath_table"
"f98f1e2ce655ba8f88a8593e80243cca",58,231,1,1600,40,6,29,"bed_bath_table"
"97407223aaefebbaeb89d285e7c64f75",56,280,1,1050,41,13,13,"bed_bath_table"
"4bd0fb9aacc02728b9c082f154011d3f",51,362,1,500,25,15,25,"bed_bath_table"
"9f4a55260fae788c26fcbb2b934ffa52",57,192,1,1400,46,2,36,"bed_bath_table"
"0e8667de30891d1a7de8ab9ebae611d9",48,207,1,950,35,15,25,"bed_bath_table"
"0ebeefa6b739bd9605dec426c7c8a11e",54,577,1,5350,16,50,40,"bed_bath_table"
"7f9475c2e93957f54e9dd045dd7ce6fe",53,290,2,17100,56,38,48,"bed_bath_table"
"70b487a87fee25bc56455501bdc83501",53,294,1,3000,42,12,40,"bed_bath_table"
"75fd4b482095ed05dd23030260e65300",55,455,2,3250,37,10,40,"bed_bath_table"
"be59d6c35e43e4bae41772d4b87136a4",59,276,1,2250,45,15,35,"bed_bath_table"
"c0737ec7b87906c79f130f39cec3d3ee",29,248,1,1025,35,10,18,"bed_bath_table"
"6ef76b1a0c15eb96ed49c78d38f37b68",50,222,1,600,45,15,35,"bed_bath_table"
"9cafef108028ea326352e901a8b729a7",60,609,2,1750,45,20,40,"bed_bath_table"
"ceeb8b2d571b23399910f1b83980c973",55,558,1,650,16,10,16,"bed_bath_table"
"7bff21aabd6f1c9055ef5c2a262fd62c",55,548,1,500,16,10,16,"bed_bath_table"
"9af62fae6f9a2b963c40a81d29d02ab3",47,572,1,800,17,17,17,"bed_bath_table"
"2cd4861a56a6f98288e0281e47f4b1d5",57,293,1,6250,60,10,40,"bed_bath_table"
"b75ad41bddb7dc94c7e555d9f78f5e8a",54,909,1,1000,25,5,25,"bed_bath_table"
"4fde8dfa310a17fa27bd63e6607dcd2d",48,2139,1,1700,30,23,11,"bed_bath_table"
"59f45392c714ab32c9902fd909411e3e",51,684,1,1550,40,15,32,"bed_bath_table"
"94972ba3b1856e8453d8a0b4d522aa36",52,489,1,200,16,10,16,"bed_bath_table"
"fb86f051bd8a6ca06751de557e686c33",54,665,1,800,30,3,24,"bed_bath_table"
"8e6774f213b2625176287ad6c3d38be6",54,382,1,10800,40,25,25,"bed_bath_table"
"7ac5f520abfc0589418bc7c76cea7a7c",59,349,2,1550,30,10,30,"bed_bath_table"
"7ad1208884270048a2176ff437f49a9b",52,244,1,2300,45,15,35,"bed_bath_table"
"952e73f7e8bee61569a32b35c19bc981",53,128,2,950,50,5,50,"bed_bath_table"
"9330504b97ecb321002b3f0af1f0f467",58,624,2,467,45,4,35,"bed_bath_table"
"77d3c6966d712652953a0ddc6e6f24ea",60,116,2,500,70,8,40,"bed_bath_table"
"3c8403a4f7135ffcb0e050a81764088f",35,457,2,700,40,14,30,"bed_bath_table"
"4d38a4daf13a87012b73156f834afec0",44,331,1,300,36,6,26,"bed_bath_table"
"fc6b299cf83fa76632dd1b0a2c611f33",55,599,1,500,16,10,16,"bed_bath_table"
"0bb987ba9ab94c3db5f831375f9d8a5c",45,214,1,8800,35,19,44,"bed_bath_table"
"1f3b8727459b932736f709be23eef109",60,870,1,19200,58,44,53,"bed_bath_table"
"3f4a7c8646dfebf0d04ed19adab8e9cb",60,277,1,1950,37,8,35,"bed_bath_table"
"84c14b1bdd1a86dad802e0863ef5385e",55,198,1,2200,35,20,30,"bed_bath_table"
"5adf18557fb630bec009793ac8ae4483",47,839,1,1650,16,10,16,"bed_bath_table"
"12a3f3a8ef6c5e3c29c88e670fd61ee9",55,376,1,1000,39,11,28,"bed_bath_table"
"76cdcc9133ea25f1fac4b03ede26e062",54,326,1,250,34,12,22,"bed_bath_table"
"152d8bb1e16d0a4f567c7cece5e92b6a",64,702,1,2700,42,16,36,"bed_bath_table"
"3836f0abd1d2ccdd858b09f3101e1aad",60,230,1,2267,35,14,33,"bed_bath_table"
"9c064667d9ec4411a799e80642919849",46,710,1,504,22,11,21,"bed_bath_table"
"94fb18015068e3550e6a8f0729558904",46,2323,1,1700,30,23,11,"bed_bath_table"
"0ed343b480193b11dbe4dfa81ac98ff1",63,837,1,1500,43,5,30,"bed_bath_table"
"27855ab0b06ec76e035b2df0aefb5f39",56,315,2,900,30,10,25,"bed_bath_table"
"7358faf3ccce6ed3a2913667ffc1a395",32,1060,1,1900,26,26,23,"bed_bath_table"
"a3c95dc653d9a279b160bc0179385ed1",39,1146,1,1750,30,18,30,"bed_bath_table"
"39aa98469aa7460a9764311b3f8efb12",47,161,2,350,25,8,19,"bed_bath_table"
"44ce1d7bd584edde67a1d743349829f2",50,382,2,2800,47,21,41,"bed_bath_table"
"a8a6407563f042ecbfd5e63dca6453c5",45,475,2,1940,48,8,39,"bed_bath_table"
"39f9ab5ea27485a4c3d32ee4c45630d8",55,262,1,450,45,15,35,"bed_bath_table"
"8b51c6ccc9c0548c951214e1cd1547ff",58,678,1,1000,28,14,16,"bed_bath_table"
"b83dd24f806b484c1f22ec9af48271e0",56,1215,6,350,30,14,16,"bed_bath_table"
"b8411dee248601bc460bac8e1fb8a102",56,471,3,525,24,7,29,"bed_bath_table"
"334f9a7bc70ecefea3a1fc7dd1c7ec76",59,566,1,700,16,10,16,"bed_bath_table"
"491cc3d85596f60cdc9fac9d202c9fb8",58,626,2,900,50,7,38,"bed_bath_table"
"a3c933b29543a2b90e9aca184ee7397a",55,184,2,350,50,8,40,"bed_bath_table"
"bf8df11db5850b8590e3cb397f18a916",42,451,1,1200,70,16,50,"bed_bath_table"
"985fb72c3a110e7e966f5b7677dc1322",60,102,1,625,30,4,22,"bed_bath_table"
"7dd1038514093bf30a37d0865dfef351",46,243,1,3300,46,18,35,"bed_bath_table"
"42a2bd596fda1baef5719cb74f73030c",60,188,1,1300,44,2,35,"bed_bath_table"
"33b0f8037510c23d243bb510d7d6e07d",50,804,1,1200,20,16,20,"bed_bath_table"
"62953ad36e6c894ce69fc72d9a5246f3",59,407,1,13050,45,15,35,"bed_bath_table"
"bf348f19164cdedd0ae1cf7b1d72fede",59,496,1,1000,70,6,40,"bed_bath_table"
"faa5e9a354191fcff3b4a8be0a18ce24",53,431,1,200,16,10,16,"bed_bath_table"
"ee4c8acefd0dbcae1a83e07c101318f4",61,511,1,7550,45,15,35,"bed_bath_table"
"5b226d7c52f86ac72457617f78cff95d",50,381,1,875,25,18,40,"bed_bath_table"
"8b45810da2ef9860496d56f62435fc40",51,626,2,800,16,10,16,"bed_bath_table"
"c55065b87cbfeb89e7714d838d588afd",50,256,1,2300,40,7,30,"bed_bath_table"
"c24d97e07dcb8f32a8bfbe755731950a",46,471,1,10500,58,20,46,"bed_bath_table"
"9d82a263e18f0b5ede827b8dd9825e74",49,215,2,1600,35,15,23,"bed_bath_table"
"9565229244e9341fb8c8069879cf73cd",60,234,1,1700,34,7,32,"bed_bath_table"
"b2deacef3cd033a4c5b247c4e03b1744",47,635,1,800,16,10,16,"bed_bath_table"
"089ac5f8835b1cacc1481b4c7cbdb503",48,288,2,17100,56,38,48,"bed_bath_table"
"536f5439f278dff98e415fce685cc77b",36,432,1,4940,65,18,55,"bed_bath_table"
"ebceb9726cf5c6187b48e17fe58747b0",50,696,2,200,25,5,18,"bed_bath_table"
"6a0713a63e990052795623e76cc2995e",31,151,1,900,40,4,30,"bed_bath_table"
"6d3b335d1fba472b61c01ba542307f62",60,601,4,2300,40,13,30,"bed_bath_table"
"87c622f009c352a3c10cb90169b2a21b",53,152,1,300,40,4,30,"bed_bath_table"
"37116a322ceabbe82c30430000af0db3",52,89,1,200,20,10,15,"bed_bath_table"
"b97114b2893e68400ae867459b491bcd",44,331,1,360,36,6,26,"bed_bath_table"
"29ee9b71de5e569cdb8256ae5c854fd4",59,165,1,950,16,10,16,"bed_bath_table"
"f944a3a652d3ee586c585e3f7dab8a41",57,206,1,1500,19,35,31,"bed_bath_table"
"8e14e42d480e0c520d2f8ee0e7d3249d",55,499,1,700,16,40,30,"bed_bath_table"
"b959a3da753577b24670d59bc55eced9",51,352,2,500,50,11,11,"bed_bath_table"
"4090bc3e9345799969d07e5d46ea8f31",55,246,1,1500,38,10,38,"bed_bath_table"
"c07d367dd7b78b0558e7a3e1e1a975c8",58,293,1,12850,60,20,40,"bed_bath_table"
"46f5ded2b6575266fc1458155a3f1fad",56,437,2,1150,40,9,50,"bed_bath_table"
"e1fad996d18315862e15d09446c5c65d",51,572,1,6750,30,20,20,"bed_bath_table"
"24908bd1bd10700a84f4fd551a3a52b4",45,530,6,950,30,20,26,"bed_bath_table"
"820dd5eac7a0890ebab9d0866afe62b0",55,1214,8,800,30,14,16,"bed_bath_table"
"38956cecc0bc8d8837371d0aeeefeb59",43,113,1,350,40,4,30,"bed_bath_table"
"4f71868d83b41619b1159399663a0e67",56,608,1,11500,50,25,25,"bed_bath_table"
"1aa5ffb5e73a8635a5d4619a96d012fe",57,125,2,2400,70,10,60,"bed_bath_table"
"704ef63ad0ac345842ea734060a83db2",55,249,1,850,38,10,38,"bed_bath_table"
"6f6c5da6ce68f0b7150daee08677ca79",58,630,2,2100,69,20,53,"bed_bath_table"
"25e3dbdd14cfd1a5b4638f0a9d41e70f",53,337,3,1850,45,15,35,"bed_bath_table"
"b039629191cbc785dd3ebb5def03dd7c",59,638,1,800,20,16,20,"bed_bath_table"
"230aa1590e1e7bc88252d8f1649109c2",59,842,1,1175,28,8,28,"bed_bath_table"
"10c4eaf55e7f131da4a031ab54b62274",59,289,1,3950,40,12,38,"bed_bath_table"
"2e4bf3f09064f2b5f34d12924fc634b3",56,429,1,2700,42,12,35,"bed_bath_table"
"1d417ca09479182e9fdf13a1c77c309f",49,729,1,1300,20,30,30,"bed_bath_table"
"ebc76392dcafcf451f626382c71680cf",60,298,1,3250,33,8,40,"bed_bath_table"
"fc9f1b7e877d87c6e78cc32686a73a27",56,701,1,1000,50,12,12,"bed_bath_table"
"9ddd762ee8a13576a809dc66f22aa2b5",60,233,1,2600,41,8,36,"bed_bath_table"
"6ce07ff93c0dbafa9df5c10038e41287",33,1061,1,4150,26,26,36,"bed_bath_table"
"8cee1d824765335c48ccc515c2ecf4b8",54,385,2,900,30,9,20,"bed_bath_table"
"a52ed2fb26d435066d6613134afcb439",56,211,1,220,32,4,23,"bed_bath_table"
"d73a7e3009d1b8f498a0ffd3e8ae6565",56,207,1,700,50,11,40,"bed_bath_table"
"92c7ec84190a13612cae0baf13804b23",42,747,1,2000,37,15,26,"bed_bath_table"
"ccf4e916d699289f85e6ac95b67d625b",43,111,1,1900,35,23,30,"bed_bath_table"
"58dd922cad1a0d8aa9e2eb27ebfbf1d9",60,496,2,900,50,11,11,"bed_bath_table"
"2012a57204f00f8fd57f8196130bee26",54,660,1,1050,35,3,30,"bed_bath_table"
"b30bd2570ba0ad3ce06e785a7b23d544",55,315,2,2900,45,15,35,"bed_bath_table"
"45cc9e057103e5e2176034fec87a06ca",47,701,1,1000,50,12,12,"bed_bath_table"
"44053ed0088d0655ed338810cd2d4d51",49,275,1,6900,64,17,53,"bed_bath_table"
"7041ae473941c8270e3a0f3cf73a379f",62,665,1,2400,42,11,36,"bed_bath_table"
"5bf57bdef224b9486b45ebba37ec6191",47,232,1,1300,38,7,28,"bed_bath_table"
"f1c7f353075ce59d8a6f3cf58f419c9c",56,162,5,9750,35,12,30,"bed_bath_table"
"aa50ff149386fb0469e22f41b39652a6",55,608,1,7325,25,63,63,"bed_bath_table"
"1e8c9a649b9c92a2acf771c3168e15b8",45,759,1,9550,33,44,33,"bed_bath_table"
"297a5f6e0aaf7b32fb0fc7483944105d",44,146,1,2067,38,5,35,"bed_bath_table"
"6743e2040ded41c39d0df37e1ab6667f",60,146,2,3000,34,8,41,"bed_bath_table"
"8cba6b5fd208416dd934839f74f568e3",57,95,1,500,20,10,15,"bed_bath_table"
"c2c951d6f458fe552a49dcd590bdb4a6",55,661,1,1200,35,3,30,"bed_bath_table"
"3cc4b421c1f28dd22e86fc4aaafb600e",57,188,1,1100,44,2,35,"bed_bath_table"
"64dbc216907de33e11d8b5e501667623",53,555,1,600,16,10,16,"bed_bath_table"
"ff7c7524d5f9a8386ab27088ec03c1fb",44,510,2,1000,40,10,30,"bed_bath_table"
"c7bcab3a7039340cf46705f43bab3ee2",60,341,1,1200,40,7,34,"bed_bath_table"
"57f68d17b05e574df89591b08dab6f6a",51,266,1,2300,52,16,44,"bed_bath_table"
"a9bd39d11fe4d2d378c44eee9b11d9ce",58,295,1,550,60,10,40,"bed_bath_table"
"6506fe6d39dbfe5539082b749f6654c8",58,393,1,600,16,10,16,"bed_bath_table"
"7c78931da71b756d23d98d0e53e01fb0",44,179,1,1250,45,10,15,"bed_bath_table"
"debefa981200019b8c4a45d0176125a6",64,702,1,2200,42,11,36,"bed_bath_table"
"a9ad8b0011994d657f5398d864999f61",49,638,2,1150,32,17,22,"bed_bath_table"
"681d59c14b2515dcc09149055ba5b0c8",35,104,1,500,25,37,36,"bed_bath_table"
"1a06cc924ba852bef5a19bb5aefa4d6c",60,332,1,4700,45,18,35,"bed_bath_table"
"3047d2ab7a976a0149292daad0acba79",60,497,2,1350,50,11,11,"bed_bath_table"
"ea3be87c5c6c69043c9eb7836199c200",59,367,2,600,60,9,50,"bed_bath_table"
"00905d58c87afcbce21420b3712cacaa",59,253,1,3875,46,12,43,"bed_bath_table"
"542ad0ab955876d25ddf09684a3b3c5e",58,660,1,500,43,12,16,"bed_bath_table"
"093f7389fa2eccda5e86add8da4aa19e",40,718,1,2000,38,20,25,"bed_bath_table"
"e09b8cac0ce917d36559ef40c1d17a37",59,289,1,2900,35,9,34,"bed_bath_table"
"c354569eefd558bf201d0aedf35608ed",55,166,1,700,49,4,50,"bed_bath_table"
"e61c78a7343d82c0539d27df0f7dfc31",60,268,1,2700,41,8,36,"bed_bath_table"
"58151ad2f10829fca9c53a2a0dfb5535",55,246,1,950,38,10,38,"bed_bath_table"
"9f6b6b828b980352cbd59ff7a03a7277",53,210,1,675,35,20,35,"bed_bath_table"
"1f792af77962621fcc80d95c2897bb19",40,590,1,250,22,5,16,"bed_bath_table"
"981f6a96c09b7d28e5c5f2fbb282fcde",41,596,4,1750,50,10,40,"bed_bath_table"
"628677036f276f6c0792cded8e9211ee",37,1156,1,1300,40,40,40,"bed_bath_table"
"ec1a2701e8f1d9d8703e876f5c0342d4",57,665,1,3600,34,8,38,"bed_bath_table"
"67d86761b499b15c9a7d7f56c777f350",55,844,1,1100,25,5,25,"bed_bath_table"
"abe236a52dbc43e90bad00fe6d794582",22,332,1,800,34,17,22,"bed_bath_table"
"b0e635fac3add17a617e868e78dcaf62",28,425,1,200,20,12,20,"bed_bath_table"
"2e9bd0889214bee4b1990c9f7aef78b4",59,487,1,550,30,3,19,"bed_bath_table"
"1034b97aafcca692c8a2157f58f5b637",60,460,2,467,45,4,35,"bed_bath_table"
"9ab61676eb915c81c3c893adca21364c",56,184,2,650,60,10,50,"bed_bath_table"
"bd4b8ef786f95b66ded2f483293318ea",52,269,1,2200,45,15,35,"bed_bath_table"
"b32a26b904950912fc8f6c1f88019d1b",49,729,1,615,20,30,30,"bed_bath_table"
"c60d6fe365c9718c407170dd8a8223c3",58,274,1,2200,47,13,35,"bed_bath_table"
"f6fa93875f4a7dac03e0a22143f4d815",37,212,2,450,25,9,19,"bed_bath_table"
"1584ce1843990c0f62e353fd0478c2df",55,226,1,1500,45,15,35,"bed_bath_table"
"cfb79bfbdaf59cfe2e9ae0a071451f32",44,445,1,550,30,3,19,"bed_bath_table"
"f57fdbfc9c610581b1b50f53210ac3ae",60,184,2,600,70,10,50,"bed_bath_table"
"2ed4ea5a5394cfcb0d052cdc587fc78f",58,783,1,713,34,6,29,"bed_bath_table"
"f83a5f8708629c8efc042168299e8641",54,739,1,1100,16,10,16,"bed_bath_table"
"86271c025e6ff0c1d327388c0b4c811b",49,207,1,2500,55,25,35,"bed_bath_table"
"82dc110dca3af4a0345cdb4500781357",55,774,1,300,16,7,15,"bed_bath_table"
"659ad89a496494282d5dc1af1428c582",52,444,2,950,50,16,16,"bed_bath_table"
"c8a0fe4fb537a7864e6aca0477a6da9c",44,305,1,2000,49,16,39,"bed_bath_table"
"91472a5abca63bed91ade04c71c203ce",36,496,1,100,27,5,20,"bed_bath_table"
"b69e1a77c55daed30e26f8a1fc534424",33,435,1,200,20,12,20,"bed_bath_table"
"cefd572c70bd7ed476b5538fea3e0bce",51,168,1,1500,45,25,35,"bed_bath_table"
"3477030902c7c383db840003051d8115",54,611,1,20700,58,50,49,"bed_bath_table"
"ed4863e3b4fddea62d559b6aa0f4df4b",49,702,1,1100,50,12,12,"bed_bath_table"
"03d10117bf5dbd1e4f194566be73de5a",53,255,1,2350,45,15,35,"bed_bath_table"
"cf82a4158ba3a1135ca9618d4ad1b204",51,231,1,1800,40,6,30,"bed_bath_table"
"578075103bbe96f4ed89f77852b81b98",51,517,1,1000,16,10,16,"bed_bath_table"
"f8f5e2fc20dd79d9f322fe9522fcd77e",43,101,1,500,20,10,15,"bed_bath_table"
"7fda46e6f8996ebe3acf684cca0124c2",49,513,1,4825,51,16,36,"bed_bath_table"
"ddb9028236525b8ab493fc24f99e8d1a",60,268,1,1800,34,7,32,"bed_bath_table"
"a12fc4a1c79238df0015e1a0c48f0314",56,189,1,1500,46,3,34,"bed_bath_table"
"14a174908a08ad7cfb56d3814d8e0ea5",52,1027,1,1150,28,26,23,"bed_bath_table"
"06de2a2e4731091ff794ab6240951b7d",44,470,1,2560,16,2,11,"bed_bath_table"
"a58d73d571793d350bfd31a624416f2d",58,1491,1,1600,28,10,26,"bed_bath_table"
"6668e2c5a29f47a016858f28a3673e4a",50,627,2,3950,33,14,33,"bed_bath_table"
"063c331b19ce7f951a2abb159e30386a",50,216,2,1100,33,12,24,"bed_bath_table"
"5cf337446524f9125e42b40abd6ccb73",50,748,1,950,16,10,16,"bed_bath_table"
"95df8ca600dda9824d93795c9066eb6c",50,216,1,2300,40,6,29,"bed_bath_table"
"8607de65564eb8365dff1cd491ba80d4",48,664,1,1500,30,10,34,"bed_bath_table"
"1f30aacc69904c0d0bf8d05cb2abef72",58,293,1,1850,40,10,30,"bed_bath_table"
"eaf2df1ba085ead0c130576b6ad37b2c",63,643,1,1600,38,7,28,"bed_bath_table"
"51c6445e30f155ba9dcbca79b13edf36",60,269,1,2250,34,8,32,"bed_bath_table"
"9c74c26ab807a4a6a5c1dd3c0a112d76",58,781,1,500,20,10,20,"bed_bath_table"
"6e6760cb4ddc324d319cf599ce8a8b89",26,421,1,300,16,12,11,"bed_bath_table"
"8c24ef6ef31f7c7b9e989cb1e0a66c9f",48,323,1,9050,16,10,16,"bed_bath_table"
"7f4b1b38659d1ee551f9bb8f959da24a",52,423,3,1050,91,15,21,"bed_bath_table"
"d3e87f5919c07582b6b4ead0f7eb15c0",48,359,1,600,45,5,30,"bed_bath_table"
"8347d3b517ab185dea43991aebb46737",50,228,1,200,32,3,23,"bed_bath_table"
"7db0be610d29a1eef23666fd3da04544",44,171,1,1200,45,10,15,"bed_bath_table"
"5c46bf87ac19e39122f9d63b8edf6e8f",48,729,1,1100,20,30,30,"bed_bath_table"
"0561435e3af107a3bd2104466ad5985a",40,313,1,900,36,6,26,"bed_bath_table"
"8049d38dde63e0ca96af1e9511d4727d",59,628,3,3650,49,18,41,"bed_bath_table"
"4b9a4b0697670351564e07258fa677ee",53,222,1,650,16,10,16,"bed_bath_table"
"75b65bf02912d0c0ec94785f80216982",58,2584,6,2628,56,37,48,"bed_bath_table"
"608e8b2a725333b7f6c8cec028b90698",56,1591,1,200,21,8,12,"bed_bath_table"
"a6413454f8b18d633f57f5ade4de8fdd",53,506,4,2100,45,10,34,"bed_bath_table"
"50fe86b557f5fa0dd5d24d5d105e4ec7",55,683,1,3647,41,21,37,"bed_bath_table"
"f1101904aa253b3812582e5df6cc09ee",59,497,2,1250,50,11,11,"bed_bath_table"
"9e4991475c72f651bfc73d697bf5ecd4",59,511,4,16400,45,15,35,"bed_bath_table"
"40540b68d7fd077e46c33308fb59c2f5",29,296,1,900,60,15,50,"bed_bath_table"
"65223c26538a2226610efc437e488b77",56,382,1,300,16,10,16,"bed_bath_table"
"26e7ce7bf047fbebffa5781cb30d2861",52,127,2,900,50,5,50,"bed_bath_table"
"20d458d013a3988f71009298fecd8607",43,114,1,300,40,4,30,"bed_bath_table"
"2fc7741cb6ea76e7164f448adc44652d",54,168,1,700,26,7,26,"bed_bath_table"
"b95d6edcfc7b19639b18dc095f757d09",50,838,1,1150,16,10,16,"bed_bath_table"
"4025cbfac798d74f87c30ee87e6e9f70",51,754,1,9450,38,7,26,"bed_bath_table"
"99b7af24fd7be364e3621b9e751b048e",56,290,3,2500,46,17,35,"bed_bath_table"
"eab2f90face23112d9bf1d4d3e641696",38,263,1,4250,50,14,70,"bed_bath_table"
"d30115c5c4af6437de4bbf9faa668de1",43,124,1,250,40,4,30,"bed_bath_table"
"683647534fe73616ae97d91a6ef253f4",59,980,1,1400,20,5,15,"bed_bath_table"
"3ff22524016b71a48fd1e5054632985c",55,589,3,24050,80,30,60,"bed_bath_table"
"97282eb8f31c2cd056e836a69923bab0",59,604,2,3200,50,10,40,"bed_bath_table"
"b570f2a8228eeaa87e224f25264576b5",59,81,1,800,20,2,15,"bed_bath_table"
"516efbd604d9a7325f93967192ff86b7",49,519,1,745,32,4,26,"bed_bath_table"
"948c22764c5080442c29a9c3da89b40f",48,729,1,3400,20,30,30,"bed_bath_table"
"aa2f69939ecb8795adbd9d1fddb05728",58,709,1,700,30,3,26,"bed_bath_table"
"dbe30cd7571498ff45963ea671014c6a",54,463,1,350,16,40,30,"bed_bath_table"
"b80d1191f28486e54df2e4c6bdeac10d",39,162,1,900,33,9,38,"bed_bath_table"
"ae7fbf136a49b58f2d38fafb2f3205b8",55,614,1,500,16,10,16,"bed_bath_table"
"99444c1e11fc38755dae86f5c67d3d1a",40,162,1,900,33,9,38,"bed_bath_table"
"4e1346d7b7e02c737a366b086462e33e",59,477,1,250,16,10,16,"bed_bath_table"
"9a9469abcf027566dce48059c28ea832",52,689,2,1300,36,6,27,"bed_bath_table"
"79b0cb968ca5e0ef4d6338171123a3df",48,324,1,1000,36,4,29,"bed_bath_table"
"f1565c6b7be8ebed9fafb07bcb6435a9",54,614,1,1650,40,5,30,"bed_bath_table"
"c0603988d17e4588dfce0f7f01978557",60,516,1,400,26,18,23,"bed_bath_table"
"75b4d33f2d9c5de8f5f27d4e807aa9f9",43,190,1,400,25,25,20,"bed_bath_table"
"564f6ff7ae760d6eda6d32c551724036",60,298,1,2500,33,7,39,"bed_bath_table"
"e2cd18ee8f14173a56ae0ddbe05a9cf9",55,276,1,1800,45,15,35,"bed_bath_table"
"74cee16411adfa1d4d9a343d75aa6177",54,909,1,850,25,5,25,"bed_bath_table"
"4079a95ae53890e5c268117864020aa8",60,298,1,2350,33,7,37,"bed_bath_table"
"2555fdb6a9df9fa378f024937c86d07a",48,462,1,995,48,8,39,"bed_bath_table"
"0d86ff0b639e969a11a7b3dce67e181c",55,486,1,1850,40,5,30,"bed_bath_table"
"f3a0e8de0d8bada90f638dd837416ad7",53,269,1,2150,45,15,35,"bed_bath_table"
"b12d44209afd3493a2b1e4f19cf4ec19",46,128,1,250,40,4,30,"bed_bath_table"
"88a3a882d28c386d79c18ac2141eaea1",51,390,2,1750,43,8,33,"bed_bath_table"
"d59349a33fcba18707a61aa852c02c5b",50,1005,1,850,30,6,26,"bed_bath_table"
"db8ed3d08891d16a2438a67ab3acb740",62,702,1,2700,42,11,36,"bed_bath_table"
"ad2b6bedd7908a039ae14d7758805299",58,340,1,4325,49,23,38,"bed_bath_table"
"d5d6b56db7971e5aeb2c676fa9821d65",56,691,1,2150,16,50,40,"bed_bath_table"
"04913106077ff97c89fa5e6b289fa25c",59,140,3,2100,36,8,27,"bed_bath_table"
"500909059ad72b36b2554150cc327edb",39,1140,1,3100,30,25,30,"bed_bath_table"
"715ff1d94c99db18163cae1eb40f9bb0",34,437,1,400,16,12,11,"bed_bath_table"
"eb2b562ff5f5dd3af46e13264146f0c0",52,662,1,4000,42,16,36,"bed_bath_table"
"3cc8beafc2e30054e0af2e8439561303",53,255,1,1700,45,15,35,"bed_bath_table"
"2827ebfb043a328a13a06ca9165cad0a",53,637,1,1350,16,10,16,"bed_bath_table"
"f77dd338d9f75229a09cbb9a18fd0c9a",42,734,5,400,20,20,20,"bed_bath_table"
"7f44ab248492a301a87d8966739d8796",54,123,2,500,70,8,45,"bed_bath_table"
"3b714ee872338c6248d2f51934935f2c",55,270,1,2000,43,15,32,"bed_bath_table"
"aa36c2127048efdcd47f4ad5b6b68810",57,189,1,1600,46,3,34,"bed_bath_table"
"e97c75fa6d2e8a1b94aeb56327b25493",47,729,1,3050,20,30,30,"bed_bath_table"
"5b2b9681569c4b3088f3ac605b8576c4",54,688,1,1083,28,6,20,"bed_bath_table"
"e8545000ce984caa603de4cfa1e0c5a6",49,496,1,720,32,4,26,"bed_bath_table"
"f7d7b5c58704fb359a74580622800051",53,223,1,950,45,15,35,"bed_bath_table"
"ef703385b2707af7f9af3e185679811c",54,324,1,1000,42,8,36,"bed_bath_table"
"0085dddda27567189f1dfd1eda7c286e",58,593,1,1800,40,8,30,"bed_bath_table"
"ee9d3ff88f7800b3144967778bb000de",59,765,1,1150,25,17,35,"bed_bath_table"
"078e8db43688ea060cf754e7bd2b92e7",46,252,1,475,65,4,45,"bed_bath_table"
"95380c355d1a589a9f3e7bfe9e5920d3",57,663,1,4100,34,10,38,"bed_bath_table"
"dd4924bdb39ff70888cda30b57f46035",59,577,2,10950,51,23,51,"bed_bath_table"
"608396ec032711eb443596cb8cdce050",57,212,1,500,16,10,16,"bed_bath_table"
